season_year,player_id,player_name,team_name,team_code,rank_no,position,g,gs,ip,e,pko,po,a,dp,fpct,pb,sb,cs,cs_rate
2026,79402,김상수,KT,KT,1,2루수,56,53,441 1/3,3,0,99,170,33,0.989,0,0,0,
2026,56006,이강민,KT,KT,2,유격수,47,43,349 1/3,8,0,85,104,29,0.959,0,0,0,
2026,63722,한승택,KT,KT,2,포수,47,39,319,0,0,283,28,2,1.0,2,22,7,24.1
2026,66606,최원준,KT,KT,4,우익수,46,44,383 2/3,0,0,82,1,0,1.0,0,0,0,
2026,56034,힐리어드,KT,KT,4,좌익수,46,30,288,0,0,64,3,0,1.0,0,0,0,
2026,64166,배정대,KT,KT,6,중견수,41,13,170 2/3,0,0,41,1,1,1.0,0,0,0,
2026,76290,김현수,KT,KT,7,1루수,40,39,330 1/3,1,0,289,31,34,0.997,0,0,0,
2026,51003,권동진,KT,KT,8,유격수,34,16,164 2/3,3,0,41,37,13,0.963,0,0,0,
2026,64004,김민혁,KT,KT,9,좌익수,31,30,228 1/3,1,0,41,0,0,0.976,0,0,0,
2026,61666,한승혁,KT,KT,9,투수,31,0,28 2/3,1,0,1,3,0,0.8,0,0,0,
2026,64115,장준원,KT,KT,11,3루수,30,12,128,2,0,9,17,0,0.929,0,0,0,
2026,69047,전용주,KT,KT,11,투수,30,0,23 1/3,0,0,2,6,0,1.0,0,0,0,
2026,79240,허경민,KT,KT,11,3루수,30,29,225,1,0,17,39,1,0.982,0,0,0,
2026,56011,스기모토,KT,KT,14,투수,29,0,25,0,0,0,0,0,,0,0,0,
2026,69041,손동현,KT,KT,15,투수,28,0,27,1,0,2,0,1,0.667,0,0,0,
2026,64504,오윤석,KT,KT,16,1루수,27,12,123,1,0,114,15,16,0.992,0,0,0,
2026,65048,김민수,KT,KT,18,투수,26,0,28,0,0,0,5,0,1.0,0,0,0,
2026,52060,박영현,KT,KT,19,투수,23,0,26 2/3,0,0,2,3,0,1.0,0,0,0,
2026,78548,장성우,KT,KT,19,포수,23,18,155 1/3,0,0,129,8,1,1.0,1,17,1,5.6
2026,65060,주권,KT,KT,19,투수,23,0,26,0,0,4,8,3,1.0,0,0,0,
2026,50066,강현우,KT,KT,22,포수,20,3,54 2/3,1,0,47,1,0,0.98,0,7,0,0.0
2026,73117,우규민,KT,KT,22,투수,20,0,17,0,0,1,5,1,1.0,0,0,0,
2026,52001,안현민,KT,KT,24,우익수,14,14,118,0,0,23,1,0,1.0,0,0,0,
2026,51013,유준규,KT,KT,25,중견수,13,8,71,0,0,18,0,0,1.0,0,0,0,
2026,64001,고영표,KT,KT,27,투수,12,12,68,0,0,9,5,1,1.0,0,0,0,
