순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO,BABIP,P/G,P/IP,K/9,BB/9,K/BB,OBP,SLG,OPS,player_link,player_id,season_year,team_code
17,조영건,키움,7.71,12,0,0,0,1,-,9 1/3,12,2,4,1,9,8,8,1.71,0,0,0,0,44,166,0.308,2,1,0,0,0,0,0,0,0,0,2,0,0,0,7,11,0.64,0.357,13.8,17.8,8.68,3.86,2.25,0.386,0.564,0.950,/Record/Player/PitcherDetail/Basic.aspx?playerId=69360,69360,2026,WO
19,전준표,키움,8.53,7,0,0,0,0,-,6 1/3,10,1,8,2,7,6,6,2.84,0,0,0,0,39,184,0.345,1,1,0,0,0,5,0,0,0,0,1,0,0,0,7,5,1.40,0.429,26.3,29.1,9.95,11.37,0.88,0.513,0.552,1.065,/Record/Player/PitcherDetail/Basic.aspx?playerId=54362,54362,2026,WO
20,김재웅,키움,8.84,18,0,1,5,2,0.000,19 1/3,25,4,8,0,7,19,19,1.71,0,0,0,2,91,356,0.313,3,0,2,1,0,0,0,0,0,0,8,10,1,1,20,29,0.69,0.300,19.8,18.4,3.26,3.72,0.88,0.371,0.500,0.871,/Record/Player/PitcherDetail/Basic.aspx?playerId=67391,67391,2026,WO
21,이태양,키움,9.00,1,0,0,0,0,-,1,1,0,1,2,0,1,1,2.00,0,0,0,0,6,18,0.333,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1.00,0.333,18.0,18.0,0.00,9.00,0.00,0.667,0.333,1.000,/Record/Player/PitcherDetail/Basic.aspx?playerId=56366,56366,2026,WO
22,정세영,키움,10.43,6,0,2,0,0,0.000,14 2/3,24,3,6,1,4,19,17,2.05,0,0,0,0,76,268,0.369,4,0,3,1,0,2,0,2,0,0,3,0,0,1,8,30,0.27,0.356,44.7,18.3,2.45,3.68,0.67,0.425,0.569,0.994,/Record/Player/PitcherDetail/Basic.aspx?playerId=55377,55377,2026,WO
23,이준우,키움,10.80,6,0,1,0,0,0.000,6 2/3,11,0,5,1,6,9,8,2.40,0,0,0,0,35,141,0.379,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,9,0.33,0.478,23.5,21.2,8.10,6.75,1.20,0.486,0.414,0.900,/Record/Player/PitcherDetail/Basic.aspx?playerId=55301,55301,2026,WO
23,정현우,키움,10.80,1,0,1,0,0,0.000,5,5,1,3,0,3,6,6,1.60,0,0,0,0,22,84,0.263,2,0,0,0,0,0,0,1,0,0,0,0,0,1,5,6,0.83,0.267,84.0,16.8,5.40,5.40,1.00,0.364,0.526,0.890,/Record/Player/PitcherDetail/Basic.aspx?playerId=55313,55313,2026,WO
25,윤석원,키움,12.27,4,0,0,0,0,-,3 2/3,7,1,0,0,3,5,5,1.91,0,0,0,0,18,62,0.412,1,0,0,1,0,1,0,0,0,0,2,0,0,0,3,5,0.60,0.429,15.5,16.9,7.36,0.00,-,0.389,0.647,1.036,/Record/Player/PitcherDetail/Basic.aspx?playerId=52395,52395,2026,WO
26,김연주,키움,16.20,2,0,1,0,0,0.000,3 1/3,5,0,4,1,3,7,6,2.70,0,0,0,0,21,80,0.313,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,5,0.60,0.385,40.0,24.0,8.10,10.80,0.75,0.476,0.375,0.851,/Record/Player/PitcherDetail/Basic.aspx?playerId=54368,54368,2026,WO
27,김동규,키움,27.00,3,0,0,0,0,-,1 1/3,4,0,2,1,3,4,4,4.50,0,0,0,0,11,50,0.500,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0.00,0.800,16.7,37.5,20.25,13.50,1.50,0.636,0.500,1.136,/Record/Player/PitcherDetail/Basic.aspx?playerId=53164,53164,2026,WO
27,김윤하,키움,27.00,1,0,0,0,0,-,2/3,2,1,1,0,1,3,2,4.50,0,0,0,0,6,26,0.400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-,0.333,26.0,39.0,13.50,13.50,1.00,0.500,1.200,1.700,/Record/Player/PitcherDetail/Basic.aspx?playerId=54319,54319,2026,WO
