season_year,player_id,player_name,team_name,team_code,rank_no,era,g,w,l,sv,hld,wpct,ip,h,hr,bb,hbp,so,r,er,whip,cg,sho,qs,bsv,tbf,np,avg,double_hit,triple_hit,sac,sf,ibb,wp,bk,gs,wgs,wgr,gf,svo,ts,gdp,go_count,ao_count,go_ao,babip,p_g,p_ip,k9,bb9,k_bb,obp,slg,ops
2026,65343,김택형,SSG,SK,22,40.5,1,0,0,0,0,,2/3,1,1,2,0,1,3,3,4.5,0,0,0,0,5,25,0.333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,25.0,37.5,13.5,27.0,0.5,0.6,1.333,1.933
2026,50464,이승민,삼성,SS,1,1.99,22,1,0,0,7,1.0,22 2/3,13,0,15,0,15,7,5,1.24,0,0,0,0,94,390,0.167,4,0,1,0,1,0,0,0,0,1,1,10,0,2,22,28,0.79,0.206,17.7,17.2,5.96,5.96,1.0,0.301,0.218,0.519
2026,53375,후라도,삼성,SS,2,2.4,10,2,1,0,0,0.667,63 2/3,62,7,10,2,46,20,17,1.13,0,0,9,0,262,974,0.253,5,2,2,3,0,4,0,10,2,0,0,0,0,6,80,60,1.33,0.282,97.4,15.3,6.5,1.41,4.6,0.285,0.376,0.661
2026,55455,배찬승,삼성,SS,3,2.45,23,3,0,0,3,1.0,18 1/3,16,3,15,0,13,6,5,1.69,0,0,0,0,83,338,0.239,3,0,1,0,1,2,0,0,0,3,3,3,0,4,20,18,1.11,0.255,14.7,18.4,6.38,7.36,0.87,0.378,0.418,0.796
2026,65062,김재윤,삼성,SS,4,2.5,20,2,2,10,0,0.5,18,11,2,9,1,18,5,5,1.11,0,0,0,3,73,295,0.175,4,0,0,0,0,0,0,0,0,2,15,13,0,1,12,22,0.55,0.209,14.8,16.4,9.0,4.5,2.0,0.288,0.333,0.621
2026,56464,오러클린,삼성,SS,5,3.33,9,3,2,0,0,0.6,46,35,2,19,6,45,17,17,1.17,0,0,6,0,191,773,0.219,9,0,3,3,0,0,0,9,3,0,0,0,0,2,44,39,1.13,0.284,85.9,16.8,8.8,3.72,2.37,0.319,0.313,0.632
2026,56460,장찬희,삼성,SS,6,3.38,10,3,2,0,0,0.6,26 2/3,24,3,14,0,17,11,10,1.43,0,0,1,0,119,443,0.242,5,0,2,4,1,0,0,3,1,2,0,0,0,1,30,32,0.94,0.253,44.3,16.6,5.74,4.73,1.21,0.325,0.384,0.709
2026,69446,원태인,삼성,SS,7,3.43,7,2,3,0,0,0.4,39 1/3,38,1,9,1,33,15,15,1.19,0,0,3,0,162,641,0.253,8,1,2,0,0,0,0,7,2,0,0,0,0,2,42,37,1.14,0.319,91.6,16.3,7.55,2.06,3.67,0.3,0.34,0.64
2026,67421,최지광,삼성,SS,8,3.52,10,1,0,1,3,1.0,7 2/3,8,0,3,2,6,5,3,1.43,0,0,0,1,37,136,0.25,1,0,0,0,0,0,0,0,0,1,2,6,0,0,8,10,0.8,0.308,13.6,17.7,7.04,3.52,2.0,0.351,0.281,0.632
2026,62754,임기영,삼성,SS,9,3.86,13,0,0,0,1,,21,22,4,5,1,9,9,9,1.29,0,0,0,0,89,353,0.268,2,0,0,1,0,0,0,0,0,0,10,0,0,2,30,22,1.36,0.257,27.2,16.8,3.86,2.14,1.8,0.315,0.439,0.754
2026,62360,김태훈,삼성,SS,10,4.32,9,1,1,0,1,0.5,8 1/3,5,1,3,1,4,7,4,0.96,0,0,0,0,34,123,0.179,2,0,2,0,0,0,0,0,0,1,1,3,0,1,11,8,1.38,0.174,13.7,14.8,4.32,3.24,1.33,0.281,0.357,0.638
2026,77446,백정현,삼성,SS,11,5.11,13,2,0,0,3,1.0,12 1/3,10,2,4,0,6,7,7,1.14,0,0,0,0,49,173,0.227,1,0,1,0,0,1,0,0,0,2,2,4,0,1,13,15,0.87,0.222,13.3,14.0,4.38,2.92,1.5,0.292,0.386,0.678
2026,68415,양창섭,삼성,SS,12,5.23,7,2,0,0,0,1.0,20 2/3,24,3,7,1,17,13,12,1.5,0,0,0,0,95,369,0.279,3,0,0,1,0,0,0,4,2,0,1,0,0,1,25,21,1.19,0.313,52.7,17.9,7.4,3.05,2.43,0.337,0.419,0.756
2026,65320,최원태,삼성,SS,13,5.53,8,1,2,0,0,0.333,40 2/3,49,3,19,1,38,27,25,1.67,0,0,3,0,183,725,0.308,7,1,2,2,0,2,0,8,1,0,0,0,0,8,38,36,1.06,0.383,90.6,17.8,8.41,4.2,2.0,0.381,0.421,0.802
2026,56415,미야지,삼성,SS,14,5.82,21,0,1,0,3,0.0,17,14,3,13,4,12,11,11,1.59,0,0,0,1,80,310,0.226,3,0,1,0,0,3,0,0,0,0,3,6,0,2,15,21,0.71,0.234,14.8,18.2,6.35,6.88,0.92,0.392,0.419,0.811
2026,60146,이승현,삼성,SS,15,6.32,21,3,1,1,3,0.75,15 2/3,24,2,7,0,12,13,11,1.98,0,0,0,2,75,300,0.358,3,1,1,0,1,1,0,0,0,3,5,7,0,1,13,18,0.72,0.415,14.3,19.1,6.89,4.02,1.71,0.419,0.522,0.941
